file,frame,point_index,x,y,z,doppler,snr,noise,track_id
replay_58.json,0,0,-1.237240793,6.167511734,-1.25248847,-0.069720002,4.999999888,0,255
replay_58.json,0,1,-0.285635662,2.916112708,0.653857295,-0.626360017,34.75999922,0,255
replay_58.json,0,2,-0.253970349,2.918718826,0.653158987,-0.626360017,42.35999905,0,255
replay_58.json,0,3,-0.256406849,2.90356904,0.479196448,-0.626360017,20.35999954,0,255
replay_58.json,0,4,-0.181981665,2.918308411,1.186621509,-0.556640015,21.11999953,0,255
replay_58.json,0,5,-0.182767164,2.795244079,0.676817618,-0.626360017,26.51999941,0,255
replay_58.json,0,6,-0.186498611,2.852312893,0.649803,-0.626360017,43.35999903,0,255
replay_58.json,0,7,-0.190230058,2.909381708,0.622788382,-0.626360017,52.35999883,0,255
replay_58.json,0,8,-0.22441211,2.905891237,0.478574217,-0.626360017,23.75999947,0,255
replay_58.json,0,9,-0.223910322,2.828371591,0.216918292,-0.626360017,8.51999981,0,255
replay_58.json,0,10,-0.151679198,2.919919882,1.186189716,-0.556640015,25.11999944,0,255
replay_58.json,0,11,-0.152333901,2.796862506,0.676383962,-0.626360017,31.3599993,0,255
replay_58.json,0,12,-0.15544401,2.853964363,0.64936049,-0.626360017,52.51999883,0,255
replay_58.json,0,13,-0.15855412,2.91106622,0.622337019,-0.626360017,65.75999853,0,255
replay_58.json,0,14,-0.190520564,2.844706005,0.362730704,-0.626360017,28.11999937,0,255
replay_58.json,0,15,-0.191964733,2.83038013,0.216380105,-0.626360017,10.51999976,0,255
replay_58.json,0,16,-0.121361564,2.921238579,1.185836373,-0.556640015,29.11999935,0,255
replay_58.json,0,17,-0.121885405,2.798186894,0.676029093,-0.626360017,36.63999918,0,255
replay_58.json,0,18,-0.123639036,2.813500829,0.563884063,-0.626360017,63.75999857,0,255
replay_58.json,0,19,-0.126862327,2.912444687,0.62196766,-0.626360017,82.99999814,0,255
replay_58.json,0,20,-0.158796252,2.84639309,0.362278651,-0.626360017,33.99999924,0,255
replay_58.json,0,21,-0.159999947,2.832080003,0.215924626,-0.626360017,13.3599997,0,255
replay_58.json,0,22,-0.159059205,2.598611019,-0.582759141,-0.556640015,5.519999877,0,255
replay_58.json,0,23,-0.091031794,2.922264368,1.185561513,-0.556640015,32.11999928,0,255
replay_58.json,0,24,-0.09142472,2.799217112,0.675753047,-0.626360017,41.23999908,0,255
replay_58.json,0,25,-0.092740097,2.814545869,0.563604045,-0.626360017,76.75999828,0,255
replay_58.json,0,26,-0.094595632,2.870859044,0.534864767,-0.626360017,104.2399977,0,255
replay_58.json,0,27,-0.095303165,2.848847583,0.361620971,-0.626360017,41.75999907,0,255
replay_58.json,0,28,-0.128019162,2.83347104,0.215551898,-0.626360017,17.11999962,0,255
