file,frame,point_index,x,y,z,doppler,snr,noise,track_id
replay_21.json,0,0,0.009768947,0.827617184,1.314403883,0.139160004,20.11999955,0,255
replay_21.json,0,1,0.019536917,0.827475647,1.314441808,0.139160004,25.63999943,0,255
replay_21.json,0,2,0.020686682,0.87617333,1.274096094,0.139160004,24.23999946,0,255
replay_21.json,0,3,0.029302933,0.827239766,1.314505011,0.139160004,33.63999925,0,255
replay_21.json,0,4,0.031027437,0.875923567,1.274163018,0.139160004,32.11999928,0,255
replay_21.json,0,5,0.032751941,0.924607369,1.233821024,0.069720002,25.23999944,0,255
replay_21.json,0,6,0.039066019,0.826909567,1.314593488,0.139160004,45.51999898,0,255
replay_21.json,0,7,0.041365089,0.875573935,1.274256701,0.139160004,44.35999901,0,255
replay_21.json,0,8,0.04366416,0.924238304,1.233919914,-0.208880006,32.75999927,0,255
replay_21.json,0,9,0.048825199,0.826485081,1.314707229,0.139160004,63.35999858,0,255
replay_21.json,0,10,0.051698605,0.875124469,1.274377135,0.139160004,64.75999855,0,255
replay_21.json,0,11,0.054572012,0.923763856,1.234047042,-0.208880006,43.99999902,0,255
replay_21.json,0,12,0.058579496,0.825966352,1.314846222,0.139160004,90.11999799,0,255
replay_21.json,0,13,0.062026951,0.874575212,1.274524308,0.139160004,101.5199977,0,255
replay_21.json,0,14,0.065474407,0.923184071,1.234202395,0.139160004,61.75999862,0,255
replay_21.json,0,15,0.126645848,1.47639506,0.531088458,0.069720002,5.519999877,0,255
replay_21.json,0,16,0.076575302,0.796625063,1.282635097,0.139160004,125.6399972,0,255
replay_21.json,0,17,0.072349095,0.87392622,1.274698205,0.139160004,172.5199961,0,255
replay_21.json,0,18,0.085588353,0.89038926,1.198199963,0.069720002,91.11999796,0,255
replay_21.json,0,19,0.086122798,0.795839285,1.282845646,0.139160004,157.1199965,0,255
replay_21.json,0,20,0.091191202,0.84267514,1.24064047,0.069720002,301.9999932,0,255
replay_21.json,0,21,0.096259606,0.889510995,1.198435294,0.069720002,140.7599969,0,255
replay_21.json,0,22,0.090054159,0.748362058,1.325105461,0.139160004,12.75999971,0,255
replay_21.json,0,23,0.095661682,0.794961326,1.283080894,0.139160004,158.9999964,0,255
replay_21.json,0,24,0.101291458,0.841745512,1.240889563,0.069720002,416.6399907,0,255
replay_21.json,0,25,0.106921234,0.888529698,1.198698231,0.069720002,216.2399952,0,255
replay_21.json,0,26,0.146704145,0.867648636,0.537292574,0.208880006,6.239999861,0,255
replay_21.json,0,27,0.105191,0.793991274,1.283340819,0.139160004,129.5199971,0,255
replay_21.json,0,28,0.111381585,0.840718372,1.241164784,0.069720002,325.9999927,0,255
replay_21.json,0,29,0.117572169,0.88744547,1.19898875,0.069720002,282.1199937,0,255
replay_21.json,0,30,0.114709799,0.792929226,1.283625394,0.139160004,93.8799979,0,255
replay_21.json,0,31,0.121460573,0.839593821,1.241466107,0.139160004,188.3599958,0,255
replay_21.json,0,32,0.128211348,0.886258416,1.19930682,0.069720002,258.1199942,0,255
replay_21.json,0,33,0.134962122,0.932923011,1.157147532,0.069720002,61.35999863,0,255
replay_21.json,0,34,0.176762881,0.744013562,0.544687333,0.139160004,5.519999877,0,255
replay_21.json,0,35,0.124217127,0.791775288,1.283934591,0.139160004,66.51999851,0,255
replay_21.json,0,36,0.131527416,0.838371973,1.2417935,0.139160004,109.7599975,0,255
replay_21.json,0,37,0.138837705,0.884968658,1.199652409,0.139160004,177.999996,0,255
replay_21.json,0,38,0.146147994,0.931565343,1.157511319,0.069720002,71.6399984,0,255
replay_21.json,0,39,0.133026147,0.783354588,1.27629612,0.139160004,47.87999893,0,255
replay_21.json,0,40,0.141581106,0.837052949,1.242146931,0.139160004,69.11999846,0,255
replay_21.json,0,41,0.149450179,0.883576323,1.200025484,0.139160004,113.9999975,0,255
replay_21.json,0,42,0.157319252,0.930099696,1.157904037,0.069720002,82.35999816,0,255
replay_21.json,0,43,0.151877699,0.780602536,1.27703353,0.139160004,35.6399992,0,255
replay_21.json,0,44,0.160815838,0.826541694,1.234486305,0.139160004,46.87999895,0,255
replay_21.json,0,45,0.170629232,0.88048449,1.200853938,0.139160004,74.99999832,0,255
replay_21.json,0,46,0.179613456,0.926845068,1.158776113,0.069720002,92.11999794,0,255
replay_21.json,0,47,0.161281165,0.779090082,1.27743879,0.139160004,27.23999939,0,255
replay_21.json,0,48,0.170772706,0.824940231,1.234915416,0.139160004,33.75999925,0,255
replay_21.json,0,49,0.181193693,0.878785302,1.201309235,0.139160004,51.87999884,0,255
replay_21.json,0,50,0.190734173,0.925056411,1.159255382,0.069720002,98.5199978,0,255
replay_21.json,0,51,0.180712497,0.823242674,1.235370275,0.139160004,25.35999943,0,255
replay_21.json,0,52,0.190756491,0.868998473,1.192872182,0.139160004,37.63999916,0,255
replay_21.json,0,53,0.201835817,0.923160428,1.159763409,0.139160004,99.87999777,0,255
replay_21.json,0,54,0.201229659,0.86710531,1.193379454,0.139160004,28.35999937,0,255
replay_21.json,0,55,0.212917277,0.921157308,1.160300143,0.139160004,95.51999786,0,255
replay_21.json,0,56,0.223977446,0.919047251,1.160865531,0.139160004,86.63999806,0,255
replay_21.json,0,57,0.240197284,0.917782484,1.071075457,0.069720002,17.9999996,0,255
replay_21.json,0,58,0.259865355,0.838306921,0.840450619,0.069720002,12.75999971,0,255
replay_21.json,0,59,0.235015218,0.916830468,1.161459516,0.139160004,75.63999831,0,255
replay_21.json,0,60,0.258094488,0.855550174,0.934025179,0.278320007,16.87999962,0,255
replay_21.json,0,61,0.246029488,0.914507181,1.162082039,0.139160004,64.35999856,0,255
replay_21.json,0,62,0.267983121,0.909542035,1.163412446,0.139160004,54.11999879,0,255
replay_21.json,0,63,0.278920288,0.906900673,1.164120197,0.139160004,45.35999899,0,255
